focus_group_subtype,focus_group_subtype_id,doc_no_within_subtype,question_id,question_text,parent_num,parent_answer
lowpiu_group,3,1,1,"Okay. Thanks, Parent 5. And then, Parent 6, I think that you're having a little trouble with your audio, but we'll do introductions when she comes back. Okay. The purpose of this group is to learn a little bit more in depth about how technology has impacted your kids over the course of the pandemic. You gave us a lot of useful information through the crisis survey, but this allows us to dig in a little deeper and really get some insights from you so that we can better understand the situation and really try to spotlight on what parents are experiencing.
	Just to start off, maybe if everyone could grab a paper and a pen, if you have one nearby, and just try to write down a couple of positive ways that you've noticed that technology has impacted your children since the pandemic and also try to outline a couple of negative ways that technology has impacted your children. [inaudible 00:10:25] have a couple down in each category, I'd like you to try to think which of the two categories you think have had a [inaudible 00:10:36] overall impact, and then circle which category has had the bigger impact as the positive influences or the negative effects had a bigger role [inaudible 00:10:49]. I'm hearing a lot of background noise from someone. I think, Parent 6, is that coming from you?",6,"I'd say the positive is obviously they've been working remotely from school, which they are still doing. We felt safe that they could be at home and on Zoom and listening to teachers, interacting with friends, trying to be a little bit social online and just being part of the classroom setting. I guess that was positive. I'm actually glad that they're home and they won't be going until September. We made that choice. Obviously, the negative effects of that is way to much time on the screen because they're on the screen throughout the day for school, and then they want their phone time on screens."
lowpiu_group,3,1,1,"Okay. So for the first question ... Well, before I get started, what we've seen is that a lot of parents have had a lot of overlapping experiences, and then we've definitely seen that there are parents who have more unique experiences or different experiences, and we really appreciate that everyone really feel free to chime in if you have had a different experience than someone else is saying. We really want to try to welcome all perspectives. I just want to start by saying that. For the first question that I'd like to put out there is just if you could share ... First, I'd like to focus on education and how technology has impacted your children's education. If you could share was technology used for education for your kids before the pandemic, and then did you have any concerns about it before the pandemic, or did you find it beneficial before the pandemic, and then how did that change once the pandemic hit? Would anyone like to start us off?",6,"Well, I think technology with kids these days is always a part of education, even for research or doing some assignments at home and sending them in. I know for my kids it was always there, but since the pandemic obviously everything now is done via technology."
lowpiu_group,3,1,1,"Okay. So for the first question ... Well, before I get started, what we've seen is that a lot of parents have had a lot of overlapping experiences, and then we've definitely seen that there are parents who have more unique experiences or different experiences, and we really appreciate that everyone really feel free to chime in if you have had a different experience than someone else is saying. We really want to try to welcome all perspectives. I just want to start by saying that. For the first question that I'd like to put out there is just if you could share ... First, I'd like to focus on education and how technology has impacted your children's education. If you could share was technology used for education for your kids before the pandemic, and then did you have any concerns about it before the pandemic, or did you find it beneficial before the pandemic, and then how did that change once the pandemic hit? Would anyone like to start us off?",5,"The technology use before the pandemic for my nine year old was a little bit for school, half an hour maybe of iPad time a day, and then when we switched to all remote in March of last year it became the entirety of their experience is all on the iPad whether it was asynchronous or synchronous. Are you asking if it's a positive change?"
lowpiu_group,3,1,1,"Okay. So for the first question ... Well, before I get started, what we've seen is that a lot of parents have had a lot of overlapping experiences, and then we've definitely seen that there are parents who have more unique experiences or different experiences, and we really appreciate that everyone really feel free to chime in if you have had a different experience than someone else is saying. We really want to try to welcome all perspectives. I just want to start by saying that. For the first question that I'd like to put out there is just if you could share ... First, I'd like to focus on education and how technology has impacted your children's education. If you could share was technology used for education for your kids before the pandemic, and then did you have any concerns about it before the pandemic, or did you find it beneficial before the pandemic, and then how did that change once the pandemic hit? Would anyone like to start us off?",6,"I would say too my son was diagnosed with ADD and seemed to focus so much better from home without any distractions from classmates and the anxiety from being in the classroom, people looking at him or [inaudible 00:18:18] put on the spot or whatever, and just having zero ... He sits in his room, never comes out, [inaudible 00:18:27] and just very focused. He's actually doing better academically."
lowpiu_group,3,1,1,"Okay. So for the first question ... Well, before I get started, what we've seen is that a lot of parents have had a lot of overlapping experiences, and then we've definitely seen that there are parents who have more unique experiences or different experiences, and we really appreciate that everyone really feel free to chime in if you have had a different experience than someone else is saying. We really want to try to welcome all perspectives. I just want to start by saying that. For the first question that I'd like to put out there is just if you could share ... First, I'd like to focus on education and how technology has impacted your children's education. If you could share was technology used for education for your kids before the pandemic, and then did you have any concerns about it before the pandemic, or did you find it beneficial before the pandemic, and then how did that change once the pandemic hit? Would anyone like to start us off?",1,"Yeah. For my family, there was no such thing as technology prior to the pandemic. We were given computers so that the kids could get on. It was just a production of how do we get on, what do we do, how do we use [inaudible 00:19:07], the different moving parts just to educate your child, be on top of your child with ADHD. Two of them which one of my children has emotional issues and the other one is just all over the place. It was pure hell back in March, and working full time from home trying to get it to happen. That's when my husband and I had made a decision that if our kids are like this, maybe they need medication. We started going down the medication route and started our kids on medication this year in September. The medication actually has helped them a glorious amount from September to be able to be focused to be able to learn, to not talk back as much and what have you. The pandemic did that to us. We had been holding off for so long."
lowpiu_group,3,1,1,"Okay. So for the first question ... Well, before I get started, what we've seen is that a lot of parents have had a lot of overlapping experiences, and then we've definitely seen that there are parents who have more unique experiences or different experiences, and we really appreciate that everyone really feel free to chime in if you have had a different experience than someone else is saying. We really want to try to welcome all perspectives. I just want to start by saying that. For the first question that I'd like to put out there is just if you could share ... First, I'd like to focus on education and how technology has impacted your children's education. If you could share was technology used for education for your kids before the pandemic, and then did you have any concerns about it before the pandemic, or did you find it beneficial before the pandemic, and then how did that change once the pandemic hit? Would anyone like to start us off?",1,"Yeah. For my family, there was no such thing as technology prior to the pandemic. We were given computers so that the kids could get on. It was just a production of how do we get on, what do we do, how do we use [inaudible 00:19:07], the different moving parts just to educate your child, be on top of your child with ADHD. Two of them which one of my children has emotional issues and the other one is just all over the place. It was pure hell back in March, and working full time from home trying to get it to happen. That's when my husband and I had made a decision that if our kids are like this, maybe they need medication. We started going down the medication route and started our kids on medication this year in September. The medication actually has helped them a glorious amount from September to be able to be focused to be able to learn, to not talk back as much and what have you. The pandemic did that to us. We had been holding off for so long."
lowpiu_group,3,1,1,"Okay. So for the first question ... Well, before I get started, what we've seen is that a lot of parents have had a lot of overlapping experiences, and then we've definitely seen that there are parents who have more unique experiences or different experiences, and we really appreciate that everyone really feel free to chime in if you have had a different experience than someone else is saying. We really want to try to welcome all perspectives. I just want to start by saying that. For the first question that I'd like to put out there is just if you could share ... First, I'd like to focus on education and how technology has impacted your children's education. If you could share was technology used for education for your kids before the pandemic, and then did you have any concerns about it before the pandemic, or did you find it beneficial before the pandemic, and then how did that change once the pandemic hit? Would anyone like to start us off?",2,"Okay. I think I'm probably taking the other side of what most people said. I hated online learning. As I said, I have seven children, and you can imagine what was going on in this house, seven different devices, eight different devices because my husband was working from home too. We didn't even have them. My daughter runs down, she starts kicking my husband off the computer, ""I'm late for class,"" and he is talking to a patient. Thank God our kids all went back in September. One kid had to quarantine for two weeks because someone in her class got it, but other than that, they've all been in school and we are so grateful for that because the online learning was terrible. My daughter who's five now, but she was four when the pandemic started, a four year old gains nothing from online learning. Even when she went back to school, she wasn't in every day, I didn't put her on the day she was on. I'd rather take her to the beach or take her to the park and give her real-life experiences where she's gaining as opposed to just watching the screen.
	My high school kids hated it, my teenage girls, because the social interaction wasn't there. They were texting in the middle of classes. Someone said to me, ""You're going to let them do that?"" I said, ""Well, they talk in class. Let's be real. They need the socialization."" I did let them text during class. Overall, I don't like to get my kids online, I don't like the texting, I don't like the phones, and it made it much harder to limit it. My 13 year old was ADHD, he was playing Lego during class. He couldn't focus. Some of the teachers were just not understanding at all. Some I felt were much stricter than they would've been even in the classroom, and it was just very difficult for my kids."
lowpiu_group,3,1,1,"Okay. So for the first question ... Well, before I get started, what we've seen is that a lot of parents have had a lot of overlapping experiences, and then we've definitely seen that there are parents who have more unique experiences or different experiences, and we really appreciate that everyone really feel free to chime in if you have had a different experience than someone else is saying. We really want to try to welcome all perspectives. I just want to start by saying that. For the first question that I'd like to put out there is just if you could share ... First, I'd like to focus on education and how technology has impacted your children's education. If you could share was technology used for education for your kids before the pandemic, and then did you have any concerns about it before the pandemic, or did you find it beneficial before the pandemic, and then how did that change once the pandemic hit? Would anyone like to start us off?",4,"Hi. Hold on. Parent 4, Child 1, could you log on? It's time. Miss Johnson. Yes. Do you hear me? Acknowledge. Confirm. Okay. Anyway. The benefits outweigh this. There is a silver lining. I'm very busy. I teach and I tutor and I do a lot of freelance marketing because that's my background. I had to splice away all of that, and so the negative is the income became significantly last, but I've also lowered my expenditure, shall we say, and I got to spend time with my son. I felt like I didn't rely on the school system. I got to see my son in his way. I learned how to work with them and we still are. It's a work in progress. I actually changed his school amidst this pandemic. It provoked a lot of sleepless nights, I didn't know whether to do it or not, but being the ADHD where he's [inaudible 00:25:23], I experienced a lot of what other people said about ...
	He would get on, but these pockets of time in between was disconcerting. I couldn't handle it. I'm a single mom. It just felt like Jekyll and Hyde pulling and pushing. And then, in the beginning a year ago in March, April, it didn't feel like remote learning at his former school. Even though it's a wonderful school, it felt like assignment learning. They just stacked on the assignments. There were times we would just spend until midnight completing one assignment because in between, we'd just be running around the apartment, there were just so many tantrums. It's their way of reacting to this pandemic and the sudden change of environments. I get it, but I actually put them into a school. It is structured, but not as negative as what people say. People do know the school system quite well. I'm actually rather impressed. They have them in school from 9:00 to 3:00 full time, non-stop. When they're doing their work independently, they're still logged on."
lowpiu_group,3,1,1,"Okay. So for the first question ... Well, before I get started, what we've seen is that a lot of parents have had a lot of overlapping experiences, and then we've definitely seen that there are parents who have more unique experiences or different experiences, and we really appreciate that everyone really feel free to chime in if you have had a different experience than someone else is saying. We really want to try to welcome all perspectives. I just want to start by saying that. For the first question that I'd like to put out there is just if you could share ... First, I'd like to focus on education and how technology has impacted your children's education. If you could share was technology used for education for your kids before the pandemic, and then did you have any concerns about it before the pandemic, or did you find it beneficial before the pandemic, and then how did that change once the pandemic hit? Would anyone like to start us off?",4,"Yeah. Virtually. It has to be fully remote, but what they've set up is this full system on the Chromebooks and they use a platform called GoGuardian where there's three teachers by the way in the classroom and they watch as the child is doing the work. The silver lining here is that I feel like there's more one-on-one [inaudible 00:27:12]. I have to say, I'm a teacher so I'm really honing in and learning and seeing what they're doing, how they're carrying about. I was rather impressed with this engagement that seemed more in the moment, live."
lowpiu_group,3,1,1,"Okay. So for the first question ... Well, before I get started, what we've seen is that a lot of parents have had a lot of overlapping experiences, and then we've definitely seen that there are parents who have more unique experiences or different experiences, and we really appreciate that everyone really feel free to chime in if you have had a different experience than someone else is saying. We really want to try to welcome all perspectives. I just want to start by saying that. For the first question that I'd like to put out there is just if you could share ... First, I'd like to focus on education and how technology has impacted your children's education. If you could share was technology used for education for your kids before the pandemic, and then did you have any concerns about it before the pandemic, or did you find it beneficial before the pandemic, and then how did that change once the pandemic hit? Would anyone like to start us off?",4,"If the child is doing their math problem incorrectly, they'll say, ""What's going on there? Rethink this. Do this. Fix that strategy."" As a result, my son's grades have increased while the sacrifice of socioemotional is there also. With ADHD, I feel like there's this ability to focus because ADHD involved processing, and so this ability to hone in on the screen has been really wonderful. Also, we started the medication process as well. The silver lining here, which this is my last point, is that I was able to work on the medication management, so I had actually really good data to provide to the psychiatrist and what have you. When he goes to school, and they're starting school in August, August 2, they're cutting the school year end of May, and then the school is starting the school year the ninth of August after he comes back [inaudible 00:28:34] because they feel like there's still a learning loss despite this structured system, and so they're starting school early the second of August. I think he'll be more prepared all because of this time that we had, although it's been [crosstalk 00:28:54]."
